sequence,label
🏳️‍🌈?,1
beliebers hit like button,1
We always love you!!!Belieber forever❤❤️❤️,1
Very good song but that ludacris is more,1
"hope you getting better King, you still have so much to offer this universe 🙌🏿❤️✅",1
Gatooooo,1
This girl is so pretty ❤,1
The auto tune though,1
"Justin Bieber remains the greatest singer in history, no matter how time passes, and no matter what happens, the heart will remain. love you, Justin",1
beautiful song,1
Singer in the car sent me here. 😅,0
"Oh, woah Oh, woah Oh, woah You know you love me, know you care Just shout whenever, and will be there You are my love, you are my heart And we will never, ever, ever be apart Are we an item? Girl, quit playing! We are just friends? What are you saying? Said there' another and looked right in my eyes My first love broke my heart for the first time And was like Baby, baby, baby, ooh, like Baby, baby, baby, no, like Baby, baby, baby, ooh Thought you' always be mine, mine Baby, baby, baby, ooh, like Baby, baby, baby, no, like Baby, baby, baby, ooh Thought you' always be mine, mine Oh, for you, would have done whatever And just can' believe we ain' together And want to play it cool, but ' losing you will buy you anything, will buy you any ring And ' in pieces, baby, fix me And just shake me till you wake me from this bad dream ' going down, down, down, down And just can' believe my first love won' be around And ' like Baby, baby, baby, ooh, like Baby, baby, baby, no, like Baby, baby, baby, ooh Thought you' always be mine, mine Baby, baby, baby, ooh, like Baby, baby, baby, no, like Baby, baby, baby, ooh Thought you' always be mine, mine Luda! When was thirteen, had my first love There was nobody that compared to my baby And nobody came to between us or could ever come above She had me going crazy, oh, was starstruck She woke me up daily, don' need no Starbucks She make my heart pound skip beat when see her in the street and At school, on the playground But really want to see her on the weekend She knows she got me dazing Because she was so amazing And now my heart is breaking But just keep on saying Baby, baby, baby, ooh,like Baby, baby, baby, no, like Baby, baby, baby, ooh Thought you' always be mine, mine Baby, baby, baby, ooh, like Baby, baby, baby, no, like Baby, baby, baby, ooh Thought you' always be mine, mine ' gone (Yeah, yeah, yeah) (Yeah, yeah, yeah) Now ' all gone (Yeah, yeah, yeah) (Yeah, yeah, yeah) Now ' all gone (Yeah, yeah, yeah) (Yeah, yeah, yeah) Now ' all gone (gone, gone, gone) ' gone",0
This song has special place in our hearts 💕,1
love beauty and beat and Despacito of Justin Bieber,1
Wow😲🤩,1
Most disliked video on YouTube😂😂😂,0
Always favourite song ever 💖,1
♥️♥️♥️♥️,1
"[Justin Bieber:] Oh, whoa-oh-oh-oh-oh Oh, whoa-oh-oh-oh, oh Oh, whoa, oh-oh-oh, oh, oh-oh, oh, oh-oh, oh [Justin Bieber (Ludacris):] You know you love me, know you care (Yo, uh-huh) Just shout whenever and will be there (Yo, uh-huh) You are my love, you are my heart (Yo, uh-huh) And we will never, ever, ever be apart (Yo, uh-huh) Are we an item? Girl, quit playing (Yo, uh-huh) We are just friends, what are you saying? (Yo, uh-huh) Said, ""There' another"" and looked right in my eyes (Yo, uh-huh) My first love broke my heart for the first time, and was like (Yo, uh-huh) [Justin Bieber:] Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine [Justin Bieber (Ludacris):] Oh, for you, would have done whatever (Yo, uh-huh) And just can' believe we ain' together (Yo, uh-huh) And want to play it cool, but ' losing you (Yo, uh-huh) will buy you anything, will buy you any ring (Yo, uh-huh) And ' in pieces, baby, fix me (Yo, uh-huh) And just shake me 'til you wake me from this bad dream (Yo, uh-huh) ' going down, down, down, down (Yo, uh-huh) And just can' believe my first love won' be around, and ' like [Justin Bieber:] Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine [Ludacris:] (Luda) When was thirteen, had my first love There was nobody that compared to my baby, and nobody came between us nor could ever come above She had me going crazy, oh, was starstruck She woke me up daily, don' need no Starbucks (Woo) She made my heart pound, and skip beat When see her in the street And at school on the playground, but really want to see her on the weekend She knows she got me dazing Because she was so amazing And now my heart is breaking But just keep on saying [Justin Bieber:] Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine ' gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now ' all gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now ' all gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now ' all gone (Gone, gone, gone, gone), ' gone",0
Just saying. 2.9b views!😮,1
still don' understand why people hated this song back then 💀,0
That' the best song heard,1
Barber❤,1
Jr rich 97 old paper 2009 baby song Truth yes jr rich real,1
Near to 3 billion,1
like Justin Bieber ❤,1
Wow! Why are there 15M dislikes in this video ?,0
*_who heard this song in 2023_*❤️,1
*_Who heard this song in 2023_*❤️,1
see why this was so hateid,0
💓💓💓,1
King,1
Prince of pop,1
💜💜💜💜,1
In love with this song ❤👑,1
LITERALLY THOUGHT THAT THIS MUSIC IS JUST 1 YR OLD BECUZ OF THIS VIDEO QUALITY. LOOK AT THIS VOICE DIFFERENCE THOUGH,0
justin and his casts must make reunion to be together again after time have passed by,1
People who hated justin without any reason in back days you were just inoocent 😅now you can like this song and remove dislike ok 😂.........,1
Missing the old times,0
2010:baby 2015:sorry 2020: yummy yummy 2025: recommended for you,1
Justin Bieber,1
' so glad to baby Justin Bieber,1
Nice to see you justin Bieber,1
used to be so obsessed with you when was 8 now it’ 2023😂🤞🏽,1
thank you for suporting my busines !!! i am sory that lossed my napkins ;-;,1
From Assam Dibrugarh India,1
He' not the same Justin remember anymore,0
this video is older than me,0
Bro was happy to get rejected💀,0
😢😮😂❤😢🤣🥰,1
1:22 years old me and played the game on my ipad for week and 1:50 hours and still no update on my account yet can’ even get into the game yet and the ❤ game is 2:11 am still waiting on new update for the game have been working for month and have to wait until get refund 3:08 hours later to update my game and,1
do not really care how long ago it was just know love it,1
Indian ❤🇮🇳 like here 2024_25❤,1
Me namore,1
BABYYYY,1
The fact that the video was recorded on July 26 and the day right now .🤦🏾‍♀️,0
love Justin Bieber 😄,1
Bro how did not realize drake was just casually in this video 😂,0
4 MILLON comments. Dats alot of comments ngl,1
Yeah sorry still hate this guy,0
Love it❤❤,1
Pop 🤢🤢💩💩💩,1
Snizzing panda 🤣🤣,0
like Justin Bieber,1
love music,1
Fr😂,0
Cute 😍,1
🗿,0
3000M!,1
So many gurls were dying when seen this first time right?,0
didn' knew drake was in this mv 😂 its wild!!,1
The song sounds like ass,0
wonder why everyone hated this guy lol,0
Adam Nicholas,1
Liverpool booooooooooooooooooooooooo,0
love that,1
Who is the girl in this video?,1
People would expect me to hate on it due to my age but used to LOVE this song when was younger. would turn it on the laptop and dance to it. timeless masterpiece,1
Still the best,1
2023🎉🎉🎉🎉🎉❤❤❤❤❤still hard,0
Maybe listened to the song when was in between 7-10. For the first time.,0
love this song,1
26 july 2023 is the best music,1
Jajaja,1
Beibein,1
Legends are watching in 2023,1
Like 2023😊🎉❤,1
Me listen this song 2023and ❤🎉😊,1
🥰🥰🥰🔥,0
Your thnks,1
so inspirational,1
when this song came out was not 13 but was listening ( was 6 or 7),1
🖤,0
love this song no matter what ❤❤❤❤❤❤,1
Hi Justin Bieber my sister would like to preform baby baby oh in will pastiaou trattoria please,1
Who is 2023 and still listining,0
3 billion,1
is drake seriously in this video,0
"hate you, love you, that is the truth. When listen to my playlist, mostly have your songs on it wic means you are one of my favorites artist thou sometimes your are disappoint but still like you. can' find myself unlinking your songs 🥰🥰🥰",1
"miss thess days 😢 , the wirld is fked now , worst part is that it is not going to get any better or easier. Stay Strong soldiers God Bless You All ❤",0
First English song that heard😂❤️,1
1:14 Drake???,0
if was in you are video would be you are porn star,0
Be There In The End Of the 10th and have good day and have good day,1
fire asf,0
Leo October 19,1
This song is gas,0
found cringy video of me singing this when was six. 😂 This is such an iconic song.,1
2023 still on ✔️,1
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ looooooooooooooooooooove this song,1
know you love me know you care❤❤❤❤❤❤ love this song so much😍😍💖💖,1
2b wow😊,1
fucking hate this song,0
Who is listening this in 2023,1
Man sorry for hating back in the days for no reason:( this is actually master piece,1
He dances and sings to good,1
💜,1
3 Billion views let' go,1
Best song.,1
"' here because boy dedicated it to me, that' right, they still dedicate these songs 😅❤",1
Where do you live at,1
Love you Justin Bieber can you please come over to my house tomorrow morning 9.00 at 1123,1
This song has 11M dislikes 💀,0
2023 But still love this song❤,1
The fact that Justin looked like 13😂😂,0
Who' listening in July 2023 yes= like Justin Bieber is legend no matter what toxic people think. Hope whoever reads will be confident for the rest of the year. JUSTIN BIEBER baby = legendary,1
He is one of the cutest Boys that watch❤,1
still here,1
bruh this bro is so down bad ngl,0
1 year ago:still amazing 5 years ago :still Amazing 13 years ago:still Amazing 4738384737281919291939483838 years ago:still amazing,1
The music video for this being in bowling alley is so funny in how inexplicable it is. “He sings *and* bowls?? He’ the complete package!!”,1
amor uoooooooooooooooooooooooooooo💓💓,1
Love it,1
In 20 years most evrybody Forget dis shit. Fortunaly.,0
was hating on it 13 years ago but tbf its fire,0
Everyone hated on Ludacris for making song with young teenage kid. guess the jokes on you guys are doubting this classic🔥🔥🔥,0
Love,1
👏👏👏👏👍👍👍,1
2020s kids didn' grow up with this.,0
Sorry for hating you for no reason back in the days,0
assosiate this song with the taste of those cheap vinyl balls they would use in gym class because of how often they would play it in gym.,1
song,1
"Someone bring 2010 back please, miss those days.",0
Justin Bieber - Bady ft. Ludicrous,0
This masterpiece man why did people dislike it so much ❤,1
who watching in 2023 ?,0
love the songs 🎉🎉🎉🎉❤❤❤❤❤,1
This song touches my heart and reminds me of memories for you to This song touches my heart and reminds me of memories for you to forget 😭😭❤️❤️❤️,1
' from Nepal but love this song 😊❤My favourite JB ❤,1
