sequence,hf_prediction,hf_predicted_score
feel so old seeing it was 12yrs ago was singing my lungs out to this album and more…😭💯,0,0.797130286693573
so miss when all guys hated JB and the girls were obsessed,0,0.9236932992935181
"No matter how much we hate it, it’ been with us for long time",0,0.9748060703277588
25 th of april 2022,0,0.5196515917778015
The song is good but the music video is cringe,0,0.8518311381340027
’ve been watching this for 10 years now bruh and just noticed Drake in background 😅,1,0.6992629170417786
Only true fans remember the memories 🙁😭,0,0.99221271276474
Young justin🥰,0,0.9945641756057739
My school farewell song...,0,0.8627267479896545
"This song keep me remember how much crazy fan used to be for bieber in back days. Even got bullied in school for loving this guy. Still get bullied for loving BTS, something just never changes, but who Cares. get goosebumps everytime listen to this masterpiece. 💜💜💜",1,0.9931057095527649
Great song kid,1,0.996137261390686
pura do Justin slk,1,0.8070337176322937
Just realised drake is in the video till now,1,0.5007005333900452
You can hear the beach music influence in the melody.,1,0.9279788732528687
2022 /24/4,0,0.5264251232147217
2022👀,1,0.9554038047790527
love Justin he is so cute,1,0.9974027276039124
My favorite music 🫶🫶🫶,1,0.9960679411888123
🥰♥️🌹♥️♥️♥️♥️♥️♥️,1,0.9964337944984436
Your songs are so good,1,0.9954161047935486
agggggggggggggggggggggggggggggggggggggggggggggggggggggg,0,0.9930537343025208
4/24/2022,1,0.5027341246604919
Hit Like if you fall for this trick ......Read more,1,0.5496009588241577
Anybody on 2023?,0,0.5851098895072937
25th of April 2022 : let' see how many people are listening to this masterpiece.,1,0.9591686129570007
This song lit keep up the work,1,0.9935632944107056
25th April 2022 let us see how mamy ultra legends are still watching this masterpiece,1,0.9204861521720886
Seriously 2010... OMG!!!!!😱,0,0.9804726243019104
drake in the clip wut,0,0.5814372897148132
love love,1,0.9925286769866943
One of my favourite song 🥰 25 th April 2022 how many listening this song,1,0.9495524764060974
Still listening to this masterpiece . Let' see who are listening this in 2022 like me,1,0.9888995885848999
🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🏆🏆🏆🏆🏆🏆🏆🏆🏆🧿🧿🧿🧿🧿🧿,1,0.9468259811401367
[:,0,0.5495328903198242
me and my brother watching this in april 2022: bahahhaha this is so cringy by brother: WAIT MY WHOLE LIFE THOUGHT IT WAS GIRL SINGING THIS,0,0.9914223551750183
Hey beaver can ask you something can please be in one of your music videos my name is sharida crawford,1,0.5725373029708862
0:33 we are just friends what you say am your heart,1,0.9791640043258667
25th of April 2022 : Let' see how many people are listening to this song ✨,1,0.7864216566085815
remember use to get made of for having crush on him when was younger aha,0,0.8661059141159058
Hi guys Girl is who?,0,0.5453042387962341
Still my favorite ❤️,1,0.9983097910881042
24 April 2022 ❤️,1,0.9969533085823059
Recording this masterpiece!,1,0.9930917024612427
Drake: 1:15,1,0.6068912148475647
"Exactly 10 years ago when heard this song, remembered all the memories from that time 😊 . Thanks Justin Bieber",1,0.9900743365287781
"24rth april, 2022, let' see how many people still listening to this masterpiece",1,0.9675055146217346
24 of April 2022,0,0.5290327668190002
24th of April. Who is listening?,0,0.7668851613998413
Why this song is disliked 💔 it' so sad how can people dislike such beautiful song 🥺,0,0.9934830665588379
know you are waching🥰❤😩only legend feeling this song,1,0.9970244765281677
wish could just come here just to see the dislikes like just to do😂,0,0.983125627040863
Why do people hate this song though its catchy,0,0.9320502281188965
have just realised Drake was in this video💀,1,0.7622005343437195
The gratist show man,1,0.5583339929580688
Super 🤩😎😎,1,0.9956473112106323
"( came here to check the Likes vs Dislikes forgetting the Dislikes was removed) Even bad stuff can bring Good memories. ' just glad this exists, it is just reminder that anyone can do anything. And Justin outdone himself with it.",1,0.9822097420692444
memory lane. was 13 when this song came out and as guy loved it but couldn' share that knowledge in highschool. Back when the world still had some innocence and some sense. Now nothing makes sense. lol,1,0.6343587636947632
am From Future 😑 and the manager 🤓 of YouTube. want to request 🙏🏼 Dear Justin Biber 😃 To Delete This Song 🎵 Because We don' have space for your views 🤢. Your Views Has Too Much Zeroes Behind 1. 👺,0,0.9589089155197144
its 12 years...who is still listening to this masterpiece,1,0.9069453477859497
At least you can’ see dislikes now!,0,0.9454644322395325
Let' see how many calenders are in the comments,1,0.6038625240325928
the cringest song on earth,0,0.9934876561164856
Maganda itong song,1,0.9391894340515137
"April 24, 2022: ' still listening to yours because it' so good.",1,0.9972862601280212
"everyone used to come for dislikes, now they stay for the music after YouTube removes the dislikes",0,0.7610321044921875
Baby bay bay ohhhh,1,0.9399433135986328
*not me being scared to find comment put when there is 4.7M comments in the comment section*,1,0.5731528997421265
So much nostalgia with this song. Listening in 2022 and miss this era so much 😩❤️,1,0.8767979145050049
2022 and this song never gets old ❤️💗,1,0.9968969225883484
Apr 24 2022 baisk 11 2079 - let' see how many innocent guys are listening 🎧 to this masterpiece.never gets old 💝❤️,1,0.9947209358215332
Wow this song chnge you are life,1,0.9935576915740967
Ako,1,0.7636620402336121
"am from Nepal . think this is the world best song, have listened this song around 1000 times but am not satisfied still.",1,0.7771390080451965
That girl punching air right now😀,1,0.9760958552360535
24th of April 2022🔥🔥,0,0.9710263013839722
2022‼️‼️‼️,1,0.5465914011001587
2022💖,0,0.5276859402656555
Tiktok is crazy,0,0.864203691482544
24th of April 🔥🔥🔥2022,1,0.5549586415290833
' still alive ✌️,1,0.9978405237197876
Justin Bieber is simp,0,0.5271947383880615
Am hea,1,0.8026940226554871
Many people like this song. It is very nice song. Sometimes practice this song.,1,0.9959405660629272
love this song so much 😘😘💜 it' amazing,1,0.9979121088981628
This is my favorite song by Justin Bieber watch this is 2022,1,0.9918308258056641
"Good times when TikTok was song, Fortnight was time unit and Corona was beer",1,0.9905529022216797
Woah. never knew Drake was in this haha.,1,0.7785718441009521
Justin bieber mad his thief,0,0.945149838924408
Nostalgia blinded,1,0.7790706157684326
Its been 12 years but obiesely this song never gets old,1,0.9796729683876038
2022🙃,0,0.5621079802513123
"used to dislike him, but few years ago, it changed! like some of his music, this included! This is masterpiece!",1,0.9914743304252625
It' 24th April 2022 Masterpiece,1,0.9905787706375122
Slaps harder than will smith,0,0.7197028994560242
"Now 2.7B + views, Guys 👦 after what?",0,0.9049399495124817
12 years ago already?,0,0.8431509137153625
Legend are watching after 12 years ♥️,1,0.9965909719467163
Woooohoooo,1,0.9965871572494507
2022 ' still listening to it again because your song is so good. love you Justin Bieber 🥰🤍,1,0.9941802024841309
Lol digito was singing this,1,0.9600260257720947
"Remember when it was fun to make fun of this little shit, good times",1,0.7369258999824524
When was 13 had my first love Me-: True 😂😂,1,0.8052653670310974
Amazing song👌🤩,1,0.9968159794807434
24th April 2022.,1,0.5197662711143494
You be seeing drake,1,0.5264919400215149
My favorite song is baby,1,0.981496274471283
". . 👼🧐,👼🦻,👼🧳✝️. . . . . . . . . . . . 👼. . . . . .",1,0.9516112208366394
24th April 2022 let us see how many people enhacing 😍,1,0.9632790088653564
This song has 13m dislikes,0,0.9974091053009033
"24 th april 2022: coment section still active , this is how recognise master piece ♠️",1,0.9912909865379333
Let Us hear this Masterpiece forever on our lives on 2025 Will never leave this song ever again 😁,1,0.9508160948753357
24th of April 22: Let’ see how much people are still listening to this masterpiece.,1,0.942803680896759
Always imagining myself in the song 😁,0,0.9651409983634949
Anyone watching in 2022?,0,0.6694141030311584
Bro why is this my favorite song?,1,0.8678562045097351
Who else came here just to dislike the most disliked video in history???,0,0.9953266382217407
He still legend even he is hated his voice is fireeee!!!,0,0.6770825386047363
This song is on list ' going through for Most Annoying Pop Songs Ever Made. have to give them listen and see if agree.,0,0.9907392859458923
Let' all admit: *no one will reject justin bieber*,1,0.9024400115013123
Listening this song in 2022 😂🤣🤣❤️❤️❤️😘😘,1,0.9813119173049927
ANYWAY ' from the future year 2022,1,0.7085907459259033
He sounds 13 and the hair- cannot its Pretty Ugly,0,0.9957686066627502
This song goes hard on mute,0,0.9788251519203186
Boooo boooo boooo justin bieber music suck garbage music😡👎👎👎👎👎👎👎,0,0.9970603585243225
know you are playing,1,0.5490553379058838
let' see how many legend and fans are still listening to this masterpiece🔥🔥,1,0.9889969229698181
You are very good singer. Cool this is the best music in the world👍👍👍👍👍,1,0.9973027110099792
"thik he knows we love him, think he knows we care, think he wants us to shout whenever and he will be there",1,0.9911988973617554
MT boa,1,0.5147054195404053
Just listen to the Beat 😎😎🔥🔥 do not know Why this song is Rated Under Rated/Under liked Song?...,0,0.936408519744873
"’ 25 year old straight man, and ’ not going to lie, jam to this",1,0.5570569038391113
Your my hero,1,0.9950802326202393
"This video has 0 dislikes, so it must be very good!",1,0.9878829121589661
every time just watch Justin not other people,0,0.50132155418396
yoooo jb is rock,1,0.9980720281600952
"’ Blasting This In my Cousins Quince Party Buss, Alex, David, Ivan, Isaac, Amy, Melissa (15) Adrian, Kevin, Alvaro, Dalia, And Alexis. April 23 Saturday 1:20. Leaving Church Right Now.",1,0.5385956168174744
2022 best song ever ❤️✨,1,0.9982642531394958
But that gentleman singing at minute 2:40 looked like fast and furious actor,0,0.5165936946868896
Still love,1,0.9956769347190857
Ok Justin 👌🏽,1,0.9980403184890747
legends say he still didn' hit puberty to this day,0,0.8453080058097839
love you justbeber,1,0.9969885349273682
- asco,0,0.5389574766159058
April 24 2022 let us how many peoples are still Lestning this song,0,0.8650954365730286
👍IRADO,1,0.8731674551963806
Ummmmmm,0,0.9035555720329285
Use me as dislike button coz YouTube deleted them,0,0.9921002388000488
Can’ believe how everyone hated on it back in the day now the vid has more than 2 billion views… believe in your dreams !!,0,0.7049261927604675
23rd april 2022 🇮🇳.,0,0.5659404397010803
"Nice video and music, greetings from Romania🤗😊",1,0.9942203760147095
Hope Justin is listing this song and remembering his old days young days ❤️,1,0.9960794448852539
Loving and beautiful voice,1,0.9965586066246033
Man Justin is so cute when he was younger love him this song came out the year was born he has the best voice love you Justin now this song is stuck in my head,1,0.9957514405250549
Am the only here after degenrocitys video on this? It is CERTIFIED HOOD CLASSIC BABY,0,0.8988475799560547
Still listening on 2022 April 30 ❤️🎵🎵..,1,0.9972009062767029
Who comes here to check like and dislikes,0,0.6788891553878784
Hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello,1,0.995313286781311
Listening ❤️ April 23 2022,1,0.9976904392242432
My favorite sont💀✌😫,1,0.9982776641845703
It seems to me that people have changed their minds on the song and everyone has removed their dislike to this song : now it only has likes,1,0.9549782872200012
Nice Song...🥰🦋,0,0.9289864301681519
23 April 22,1,0.5374720096588135
Me: Cookes the oven at 2 here before 12:30 so the sun explodes the chicken down the road throwing up birthed lamborghini’:,0,0.9832391738891602
Unpopular opinion: BEST SONG OF JUSTINS YEARS BEING FAMOUS😫,0,0.9862856864929199
Your song is so cool Justin Bieber,1,0.9945573210716248
23.april 2022,1,0.5508728623390198
Many days after 2013 hits,0,0.6677497029304504
"' listening this masterpiece in 2022 ,23 april",1,0.982150137424469
13 don' need no star 🌟BB,1,0.8477708101272583
"It' 15th century, let' see how many people are listening to this master piece.",1,0.7783312201499939
love from banglqdesh🇧🇩🇧🇩,1,0.9972349405288696
what music vibes,1,0.9503674507141113
I Am still watching this in 2022 because just want to vibe😎😎,1,0.9665132761001587
It' been 12 year' ago🥲,0,0.9844381809234619
meco😁😁,0,0.9930481910705566
Everyone: dancing on the lanes Me: just want to bowl,1,0.9437115788459778
* WE LOVE YOU 😘*,1,0.9975337386131287
This has been my fav song since it came out,1,0.9941805601119995
Iove😖🥴😘🥰🥰🥰🥰,1,0.9980002045631409
well well,1,0.9949972033500671
It' so amzing😲😲😲😲,1,0.9863656163215637
LOVE this song love JB,1,0.9972599148750305
This comment section like live chat 😂,0,0.7358376383781433
Its got 2 billion views 😭💀,0,0.9619385600090027
2022=let' see how many people still are listening to this more than masterpiece.,1,0.8774294257164001
