sequence,label
justin bieber,1
glad baby justin bieber,1
nice see justin bieber,1
used obsessed eight 2023facewithtearsofjoycrossedfingersmediumskintone,1
thank suporting busines sory lossed napkins,1
assam dibrugarh india,1
justin remember anymore,0
video older,0
bro happy get rejectedskull,0
cryingfacefacewithopenmouthfacewithtearsofjoyredheartcryingfacerollingonthefloorlaughingsmilingfacewithhearts,1
one hundred twenty-two years old played game ipad week one hundred fifty hours still update account yet even get game yet redheart game two hundred eleven still waiting new update game working month wait get refund three hundred eight hours later update game,1
really care long ago know love,1
indian redheartindia like 202425redheart,1
namore,1
babyyyy,1
fact video recorded july twenty-six day right womanfacepalmingmediumdarkskintone,0
love justin bieber grinningfacewithsmilingeyes,1
bro realize drake casually video facewithtearsofjoy,0
four millon comments dats alot comments ngl,1
yeah sorry still hate guy,0
love itredheartredheart,1
pop nauseatedfacenauseatedfacepileofpoopileofpoopileofpoo,1
snizzing panda rollingonthefloorlaughingrollingonthefloorlaughing,0
like justin bieber,1
love music,1
frfacewithtearsofjoy,0
cute smilingfacewithhearteyes,1
moai,0
3000m,1
many gurls dying seen first time right,0
knew drake mv facewithtearsofjoy wild,1
song sounds like ass,0
wonder everyone hated guy lol,0
adam nicholas,1
liverpool booooooooooooooooooooooooo,0
love,1
girl video,1
people would expect hate due age used love song younger would turn laptop dance timeless masterpiece,1
still best,1
2023partypopperpartypopperpartypopperpartypopperpartypopperredheartredheartredheartredheartredheartstill hard,0
maybe listened song seven hundred ten first time,0
love song,1
twenty-six july two thousand twenty-three best music,1
jajaja,1
beibein,1
legends watching two thousand twenty-three,1
like 2023smilingfacewithsmilingeyespartypopperredheart,1
listen song 2023and redheartpartypoppersmilingfacewithsmilingeyes,1
smilingfacewithheartssmilingfacewithheartssmilingfacewithheartsfire,0
thnks,1
inspirational,1
song came thirteen listening six seven,1
blackheart,0
love song matter redheartredheartredheartredheartredheartredheart,1
hi justin bieber sister would like preform baby baby oh pastiaou trattoria please,1
two thousand twenty-three still listining,0
three billion,1
drake seriously video,0
hate love truth listen playlist mostly songs wic means one favorites artist thou sometimes disappoint still like find unlinking songs smilingfacewithheartssmilingfacewithheartssmilingfacewithhearts,1
miss thess days cryingface wirld fked worst part going get better easier stay strong soldiers god bless redheart,0
first english song heardfacewithtearsofjoyredheart,1
one hundred fourteen drake,0
video would porn star,0
end 10th good day good day,1
fire asf,0
leo october nineteen,1
song gas,0
found cringy video singing six facewithtearsofjoy iconic song,1
two thousand twenty-three still checkmark,1
redheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheart looooooooooooooooooooove song,1
know love know careredheartredheartredheartredheartredheartredheart love song muchsmilingfacewithhearteyessmilingfacewithhearteyessparklingheartsparklingheart,1
2b wowsmilingfacewithsmilingeyes,1
fucking hate song,0
listening two thousand twenty-three,1
man sorry hating back days reason actually master piece,1
dances sings good,1
purpleheart,1
three billion views let go,1
best song,1
boy dedicated right still dedicate songs grinningfacewithsweatredheart,1
live,1
"love justin bieber please come house tomorrow morning nine hundred one thousand , one hundred twenty-three",1
song 11m dislikes skull,0
two thousand twenty-three still love songredheart,1
fact justin looked like 13facewithtearsofjoyfacewithtearsofjoy,0
listening july two thousand twenty-three yes like justin bieber legend matter toxic people think hope whoever reads confident rest year justin bieber baby legendary,1
one cutest boys watchredheart,1
still,1
bruh bro bad ngl,0
"one year agostill amazing five years ago still amazing thirteen years agostill amazing four octillion , seven hundred thirty-eight septillion , three hundred eighty-four sextillion , seven hundred thirty-seven quintillion , two hundred eighty-one quadrillion , nine hundred nineteen trillion , two hundred ninety-one billion , nine hundred thirty-nine million , four hundred eighty-three thousand , eight hundred thirty-eight years agostill amazing",1
music video bowling alley funny inexplicable sings bowls complete package,1
amor uoooooooooooooooooooooooooooobeatingheartbeatingheart,1
love,1
twenty years evrybody forget dis shit fortunaly,0
hating thirteen years ago tbf fire,0
everyone hated ludacris making song young teenage kid guess jokes guys doubting classicfirefirefire,0
love,1
clappinghandsclappinghandsclappinghandsclappinghandsthumbsupthumbsupthumbsup,1
2020s kids grow,0
sorry hating reason back days,0
assosiate song taste cheap vinyl balls would use gym class often would play gym,1
song,1
someone bring two thousand ten back please miss days,0
justin bieber bady ft ludicrous,0
masterpiece man people dislike much redheart,1
watching two thousand twenty-three,0
love songs partypopperpartypopperpartypopperpartypopperredheartredheartredheartredheartredheart,1
song touches heart reminds memories song touches heart reminds memories forget loudlycryingfaceloudlycryingfaceredheartredheartredheart,1
nepal love song smilingfacewithsmilingeyesredheartmy favourite jb redheart,1
watched kid still nostalgic,1
think crush,1
realized got drake,1
best song earth,1
two thousand twenty-three still listening song redheart,1
still good,1
alao love songredheartredheart,1
lie jb whole era back redheartredheartrevolvinghearts,1
something really get old,1
one hundred fifteen drake,1
song sweet contiguous brings back childhood memories cryingface,1
love love,1
believe thirteen years passed heard song crazy went cyber shop get lyrics smilingfacewithsmilingeyessmilingfacewithsmilingeyes way love song ftom indian,1
peep drake lol,1
son would loved passed away lolz meth cryingfacefacewithtearsofjoypartypopper,1
baby baby ohh,1
one hundred forty-six got goosebumps,1
ate faceblowingakiss,0
amazing redheart,1
honestly want sound rudegrinningfacewithsweat justin looks like baby front girls rollingonthefloorlaughingrollingonthefloorlaughing,0
nostalgia hitting hard,1
look justin carefully shortest boy others,1
smilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyes,1
like justin beat singer,1
used hate song reason like,1
dis liked baby song google,0
love bangladesh redheartbangladesh,1
listening song two thousand twenty-three relievedfacebeatingheart,1
jb eras tour loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,0
prince pop crownredheart,1
beatingheartbeatingheartbeatingheartbeatingheart,1
love,1
king bieber,1
crowncrowncrowncrown,1
good nostalgic hit thank memories 2010s child adore song muchredheartredheartredheart,1
love song,1
thumbsupgrowingheartgrowingheartgrowingheartsignofthehornsvevooncomingfistgrowingheartgrowingheartgrowingheartthumbsup,1
favourite songredheartredheartredheartredheartredheartsmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessparklingheartsparklingheartsparklingheartsparklingheartsparklingheart,1
blind hating want seem gay get hate liking old enough realize point trying seek others approval like like things people hate attitude back day unreasonable let forget many people childhood celebrity crush songs one gems hidden behind social media mess,0
like song,0
nineteen shower never,0
omg,0
love songs best aspesley one hol song gaming,1
firefirefire,0
still wondering disliked youtube video,0
dude realize drake one hundred fourteen,1
god annoying,0
party usa went nuts good times,1
capitalism day,0
close 3b views,1
like eight listened justin bieber listen playboi carti,0
2023facewithtearsofjoy,1
song fire,1
realised drake video loudlycryingface,0
uncomfortable song history,0
ig first english song heared back masterpiece memory raisinghandsheartsuit,1
2023smilingface,0
legend also 2023personraisinghandpersonraisinghandpersonraisinghand,1
child voice,1
eight years vs one week well played youtube,1
seven came liked back two thousand twenty-three love fr,1
times simpler,1
noob,0
2023partypopperpartypopperredheart,1
love kerala redheart,1
thought girl singing song sorry justin thought sounded like girl still sorry grinningfacewithsweatgrinningfacewithsweat,0
frick sound like girlexplodingheadthinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingfacethinkingface,0
july two thousand twenty-three,1
fu alienthumbsup,0
listen thirteen years best song,1
love song,1
dishan hind trredheartsmilingfacewithsmilingeyes,1
song reminds five star binders supra shoes mtv jams school skinny jeans snap backs bathroom selfies lightskin face phones one camera school lunch,0
one hundred twenty drake right,1
four million comments marvelous,1
ludacris collab goofball,0
two thousand twenty-three twenty-four 07redheart,1
man imagine singing crush 6th grade,0
persongesturingnopersongesturingnopersongesturingnopersongesturingno,0
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
repeat many times,1
anyone july two thousand twenty-three,0
july twenty-four 2023redheartpartypopper,1
think look,1
zoe diary strength conditioning treatment condition best diary find following story main road following story main road following story best way little bit time effort look following story look following story main road one,1
think look following story main road position strength strength conditioning treatment recurring theme opinion best way,1
think look following story main road position strength conditioning,1
wait boy sound facewithmonoclefacewithraisedeyebrowthinkingface,0
king pop,1
ohoohwhoaohohohoh ohoohwhoaohohohoh ohoohwhoaoh ohohohoh know love know care shout whenever love heart never ever ever apart item girl quit playin friends sayin said another looked right eyes first love broke heart first time like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine oh would done whatever believe together want play cool losin buy anything buy ring pieces baby fix shake til wake bad dream going believe first love around like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks woo made heart pound skip beat see street school playground really want see weekend knows got dazin amazin heart breakin keep sayin baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone,1
